id,created_at,user_id,url,title,site_id,scrape_failure_count,last_scraped_at,scrape_failure_email_sent
2,2025-08-28 18:52:56.098117+00,f5ebad5c-0298-4eda-9305-1415809c280f,https://www.linkedin.com/jobs/search/?distance=25&f_TPR=r86400&geoId=103644278&keywords=Business+data+Intelligence+Analyst&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true&sortBy=DD,(1) Business data Intelligence Analyst Jobs | LinkedIn,1,0,2025-08-28 19:30:13.247+00,f
3,2025-08-31 00:04:08.459982+00,f5ebad5c-0298-4eda-9305-1415809c280f,https://www.linkedin.com/jobs/search/?distance=25&f_WT=2&geoId=101165590&keywords=software+engineer&origin=JOBS_HOME_KEYWORD_HISTORY&refresh=true&sortBy=DD,software engineer Jobs | LinkedIn,1,0,2025-08-31 00:04:08.459982+00,f
